split,date,entry_time,exit_time,entry_datetime,exit_datetime,entry_price,exit_price,direction,pnl_points,pnl_hkd,holding_bars,exit_reason,strategy_at_entry,regime_at_entry
train,20170904,142200,154200,2017-09-04 14:22:00,2017-09-04 15:42:00,27633.0,27716.0,-1,-85.0,-4250.0,80,stop_loss,ORB,TREND
train,20170905,134600,162900,2017-09-05 13:46:00,2017-09-05 16:29:00,27721.0,27706.0,1,-17.0,-850.0,163,session_end,MR,RANGE
train,20170906,115100,132300,2017-09-06 11:51:00,2017-09-06 13:23:00,27412.0,27479.0,1,65.0,3250.0,32,mr_exit,MR,RANGE
train,20170906,153800,162900,2017-09-06 15:38:00,2017-09-06 16:29:00,27536.0,27594.0,-1,-60.0,-3000.0,51,session_end,MR,RANGE
train,20170907,115500,130800,2017-09-07 11:55:00,2017-09-07 13:08:00,27605.0,27518.0,1,-89.0,-4450.0,13,stop_loss,MR,RANGE
train,20170907,130900,142000,2017-09-07 13:09:00,2017-09-07 14:20:00,27525.0,27435.0,1,-92.0,-4600.0,71,stop_loss,MR,RANGE
train,20170907,142100,162900,2017-09-07 14:21:00,2017-09-07 16:29:00,27438.0,27488.0,1,48.0,2400.0,128,session_end,MR,RANGE
train,20170908,130100,132400,2017-09-08 13:01:00,2017-09-08 13:24:00,27649.0,27603.0,-1,44.0,2200.0,23,mr_exit,MR,RANGE
train,20170908,153600,162900,2017-09-08 15:36:00,2017-09-08 16:29:00,27629.0,27668.0,-1,-41.0,-2050.0,53,session_end,MR,RANGE
train,20170911,134600,161500,2017-09-11 13:46:00,2017-09-11 16:15:00,27956.0,27924.0,-1,30.0,1500.0,149,mr_exit,MR,RANGE
train,20170911,162700,162900,2017-09-11 16:27:00,2017-09-11 16:29:00,27955.0,27944.0,-1,9.0,450.0,2,session_end,MR,RANGE
train,20170913,101600,102600,2017-09-13 10:16:00,2017-09-13 10:26:00,27716.0,27799.0,-1,-85.0,-4250.0,10,stop_loss,ORB,TREND
train,20170913,143900,162900,2017-09-13 14:39:00,2017-09-13 16:29:00,27868.0,27864.0,-1,2.0,100.0,110,session_end,MR,RANGE
train,20170914,131700,150100,2017-09-14 13:17:00,2017-09-14 15:01:00,27743.0,27793.0,1,48.0,2400.0,104,mr_exit,MR,RANGE
train,20170915,114700,162900,2017-09-15 11:47:00,2017-09-15 16:29:00,27792.0,27786.0,1,-8.0,-400.0,222,session_end,ORB,TREND
train,20170918,113300,162900,2017-09-18 11:33:00,2017-09-18 16:29:00,28094.0,28165.0,-1,-73.0,-3650.0,236,session_end,MR,RANGE
train,20170919,143600,151000,2017-09-19 14:36:00,2017-09-19 15:10:00,28090.0,28126.0,1,34.0,1700.0,34,mr_exit,MR,RANGE
train,20170919,153200,162900,2017-09-19 15:32:00,2017-09-19 16:29:00,28070.0,28032.0,1,-40.0,-2000.0,57,session_end,MR,RANGE
train,20170920,115300,162900,2017-09-20 11:53:00,2017-09-20 16:29:00,28098.0,28125.0,-1,-29.0,-1450.0,216,session_end,MR,RANGE
train,20170922,114000,143300,2017-09-22 11:40:00,2017-09-22 14:33:00,27848.0,27880.0,1,30.0,1500.0,113,mr_exit,MR,RANGE
train,20170922,151300,153600,2017-09-22 15:13:00,2017-09-22 15:36:00,27859.0,27877.0,1,16.0,800.0,23,mr_exit,MR,RANGE
train,20170922,160400,162600,2017-09-22 16:04:00,2017-09-22 16:26:00,27857.0,27775.0,1,-84.0,-4200.0,22,stop_loss,MR,RANGE
train,20170925,112700,162900,2017-09-25 11:27:00,2017-09-25 16:29:00,27543.0,27482.0,1,-63.0,-3150.0,242,session_end,MR,RANGE
train,20170926,102300,132200,2017-09-26 10:23:00,2017-09-26 13:22:00,27539.0,27456.0,1,-85.0,-4250.0,119,stop_loss,ORB,TREND
train,20170926,144800,161000,2017-09-26 14:48:00,2017-09-26 16:10:00,27492.0,27578.0,-1,-88.0,-4400.0,82,stop_loss,MR,RANGE
train,20170926,161100,162900,2017-09-26 16:11:00,2017-09-26 16:29:00,27567.0,27576.0,-1,-11.0,-550.0,18,session_end,MR,RANGE
train,20170927,114700,162900,2017-09-27 11:47:00,2017-09-27 16:29:00,27640.0,27660.0,-1,-22.0,-1100.0,222,session_end,MR,RANGE
train,20170928,135600,144000,2017-09-28 13:56:00,2017-09-28 14:40:00,27576.0,27543.0,-1,31.0,1550.0,44,mr_exit,MR,RANGE
train,20170928,152800,161200,2017-09-28 15:28:00,2017-09-28 16:12:00,27470.0,27350.0,-1,118.0,5900.0,44,take_profit,ORB,TREND
train,20170928,161300,162900,2017-09-28 16:13:00,2017-09-28 16:29:00,27348.0,27298.0,-1,48.0,2400.0,16,session_end,ORB,TREND
train,20170929,132200,150500,2017-09-29 13:22:00,2017-09-29 15:05:00,27477.0,27436.0,-1,39.0,1950.0,103,mr_exit,MR,RANGE
train,20170929,153100,162900,2017-09-29 15:31:00,2017-09-29 16:29:00,27465.0,27514.0,-1,-51.0,-2550.0,58,session_end,MR,RANGE
train,20171003,104500,153200,2017-10-03 10:45:00,2017-10-03 15:32:00,27971.0,28089.0,1,116.0,5800.0,227,take_profit,ORB,TREND
train,20171003,153300,162900,2017-10-03 15:33:00,2017-10-03 16:29:00,28091.0,28143.0,-1,-54.0,-2700.0,56,session_end,MR,RANGE
train,20171004,133000,162900,2017-10-04 13:30:00,2017-10-04 16:29:00,28337.0,28331.0,1,-8.0,-400.0,179,session_end,MR,RANGE
train,20171006,113900,162900,2017-10-06 11:39:00,2017-10-06 16:29:00,28458.0,28438.0,1,-22.0,-1100.0,230,session_end,MR,RANGE
train,20171009,132100,162900,2017-10-09 13:21:00,2017-10-09 16:29:00,28314.0,28345.0,1,29.0,1450.0,188,session_end,MR,RANGE
train,20171010,133300,162900,2017-10-10 13:33:00,2017-10-10 16:29:00,28401.0,28447.0,1,44.0,2200.0,176,session_end,ORB,TREND
train,20171011,112900,154500,2017-10-11 11:29:00,2017-10-11 15:45:00,28443.0,28358.0,1,-87.0,-4350.0,196,stop_loss,MR,RANGE
train,20171011,154600,162900,2017-10-11 15:46:00,2017-10-11 16:29:00,28349.0,28325.0,-1,22.0,1100.0,43,session_end,ORB,TREND
train,20171012,130400,155200,2017-10-12 13:04:00,2017-10-12 15:52:00,28502.0,28453.0,-1,47.0,2350.0,168,mr_exit,MR,RANGE
train,20171013,115600,162900,2017-10-13 11:56:00,2017-10-13 16:29:00,28456.0,28462.0,-1,-8.0,-400.0,213,session_end,MR,RANGE
train,20171016,103300,145100,2017-10-16 10:33:00,2017-10-16 14:51:00,28804.0,28721.0,1,-85.0,-4250.0,198,stop_loss,ORB,TREND
train,20171016,151000,162700,2017-10-16 15:10:00,2017-10-16 16:27:00,28679.0,28713.0,1,32.0,1600.0,77,mr_exit,MR,RANGE
train,20171017,132900,140000,2017-10-17 13:29:00,2017-10-17 14:00:00,28725.0,28696.0,-1,27.0,1350.0,31,mr_exit,MR,RANGE
train,20171018,151700,154000,2017-10-18 15:17:00,2017-10-18 15:40:00,28702.0,28683.0,-1,17.0,850.0,23,mr_exit,MR,RANGE
train,20171019,114500,143800,2017-10-19 11:45:00,2017-10-19 14:38:00,28638.0,28545.0,1,-95.0,-4750.0,113,stop_loss,MR,RANGE
train,20171019,143900,151000,2017-10-19 14:39:00,2017-10-19 15:10:00,28524.0,28368.0,-1,154.0,7700.0,31,take_profit,ORB,TREND
train,20171019,151100,152300,2017-10-19 15:11:00,2017-10-19 15:23:00,28384.0,28259.0,-1,123.0,6150.0,12,take_profit,ORB,TREND
train,20171020,115300,162500,2017-10-20 11:53:00,2017-10-20 16:25:00,28456.0,28422.0,-1,32.0,1600.0,212,mr_exit,MR,RANGE
train,20171023,113900,143500,2017-10-23 11:39:00,2017-10-23 14:35:00,28262.0,28321.0,1,57.0,2850.0,116,mr_exit,MR,RANGE
train,20171024,135300,141400,2017-10-24 13:53:00,2017-10-24 14:14:00,28210.0,28123.0,1,-89.0,-4450.0,21,stop_loss,MR,RANGE
train,20171024,141500,152200,2017-10-24 14:15:00,2017-10-24 15:22:00,28107.0,28193.0,-1,-88.0,-4400.0,67,stop_loss,ORB,TREND
train,20171024,162100,162900,2017-10-24 16:21:00,2017-10-24 16:29:00,28140.0,28156.0,1,14.0,700.0,8,session_end,MR,RANGE
train,20171025,114000,130800,2017-10-25 11:40:00,2017-10-25 13:08:00,28351.0,28295.0,-1,54.0,2700.0,28,mr_exit,MR,RANGE
train,20171025,131600,152700,2017-10-25 13:16:00,2017-10-25 15:27:00,28207.0,28289.0,-1,-84.0,-4200.0,131,stop_loss,ORB,TREND
train,20171026,114200,131700,2017-10-26 11:42:00,2017-10-26 13:17:00,28262.0,28209.0,-1,51.0,2550.0,35,mr_exit,MR,RANGE
train,20171026,161700,162900,2017-10-26 16:17:00,2017-10-26 16:29:00,28240.0,28280.0,-1,-42.0,-2100.0,12,session_end,MR,RANGE
train,20171027,130300,130900,2017-10-27 13:03:00,2017-10-27 13:09:00,28445.0,28401.0,-1,42.0,2100.0,6,mr_exit,MR,RANGE
train,20171027,131200,141300,2017-10-27 13:12:00,2017-10-27 14:13:00,28372.0,28391.0,1,17.0,850.0,61,mr_exit,MR,RANGE
train,20171030,133000,153300,2017-10-30 13:30:00,2017-10-30 15:33:00,28413.0,28329.0,1,-86.0,-4300.0,123,stop_loss,MR,RANGE
train,20171030,153400,162900,2017-10-30 15:34:00,2017-10-30 16:29:00,28317.0,28279.0,1,-40.0,-2000.0,55,session_end,MR,RANGE
train,20171031,114400,131500,2017-10-31 11:44:00,2017-10-31 13:15:00,28267.0,28232.0,-1,33.0,1650.0,31,mr_exit,MR,RANGE
train,20171031,133200,160800,2017-10-31 13:32:00,2017-10-31 16:08:00,28259.0,28255.0,-1,2.0,100.0,156,mr_exit,MR,RANGE
train,20171101,130200,131100,2017-11-01 13:02:00,2017-11-01 13:11:00,28377.0,28351.0,-1,24.0,1200.0,9,mr_exit,MR,RANGE
train,20171101,134500,151200,2017-11-01 13:45:00,2017-11-01 15:12:00,28412.0,28500.0,-1,-90.0,-4500.0,87,stop_loss,MR,RANGE
train,20171101,151300,154300,2017-11-01 15:13:00,2017-11-01 15:43:00,28482.0,28566.0,-1,-86.0,-4300.0,30,stop_loss,MR,RANGE
train,20171102,145600,150900,2017-11-02 14:56:00,2017-11-02 15:09:00,28559.0,28523.0,-1,34.0,1700.0,13,mr_exit,MR,RANGE
train,20171103,111500,115100,2017-11-03 11:15:00,2017-11-03 11:51:00,28595.0,28568.0,-1,25.0,1250.0,36,mr_exit,MR,RANGE
train,20171103,134500,155900,2017-11-03 13:45:00,2017-11-03 15:59:00,28593.0,28582.0,-1,9.0,450.0,134,mr_exit,MR,RANGE
train,20171103,161300,162800,2017-11-03 16:13:00,2017-11-03 16:28:00,28552.0,28563.0,1,9.0,450.0,15,mr_exit,MR,RANGE
train,20171106,140500,152600,2017-11-06 14:05:00,2017-11-06 15:26:00,28516.0,28602.0,-1,-88.0,-4400.0,81,stop_loss,MR,RANGE
train,20171106,152700,162900,2017-11-06 15:27:00,2017-11-06 16:29:00,28621.0,28611.0,1,-12.0,-600.0,62,session_end,ORB,TREND
train,20171107,112200,162900,2017-11-07 11:22:00,2017-11-07 16:29:00,28932.0,29004.0,-1,-74.0,-3700.0,247,session_end,MR,RANGE
train,20171108,111800,134000,2017-11-08 11:18:00,2017-11-08 13:40:00,29052.0,28997.0,-1,53.0,2650.0,82,mr_exit,MR,RANGE
train,20171108,154000,162900,2017-11-08 15:40:00,2017-11-08 16:29:00,28925.0,28951.0,1,24.0,1200.0,49,session_end,MR,RANGE
train,20171109,114400,130100,2017-11-09 11:44:00,2017-11-09 13:01:00,29141.0,29065.0,-1,74.0,3700.0,17,mr_exit,MR,RANGE
train,20171109,162600,162900,2017-11-09 16:26:00,2017-11-09 16:29:00,29132.0,29132.0,-1,-2.0,-100.0,3,session_end,MR,RANGE
train,20171110,130400,140100,2017-11-10 13:04:00,2017-11-10 14:01:00,29166.0,29079.0,-1,85.0,4250.0,57,mr_exit,MR,RANGE
train,20171113,130100,134200,2017-11-13 13:01:00,2017-11-13 13:42:00,29166.0,29143.0,-1,21.0,1050.0,41,mr_exit,MR,RANGE
train,20171113,145100,162900,2017-11-13 14:51:00,2017-11-13 16:29:00,29162.0,29195.0,-1,-35.0,-1750.0,98,session_end,MR,RANGE
train,20171114,140300,162900,2017-11-14 14:03:00,2017-11-14 16:29:00,29157.0,29174.0,1,15.0,750.0,146,session_end,MR,RANGE
train,20171115,115300,162900,2017-11-15 11:53:00,2017-11-15 16:29:00,28935.0,28892.0,1,-45.0,-2250.0,216,session_end,MR,RANGE
train,20171116,134700,162900,2017-11-16 13:47:00,2017-11-16 16:29:00,29003.0,29060.0,-1,-59.0,-2950.0,162,session_end,MR,RANGE
train,20171117,150200,162900,2017-11-17 15:02:00,2017-11-17 16:29:00,29199.0,29190.0,1,-11.0,-550.0,87,session_end,MR,RANGE
train,20171120,115600,132800,2017-11-20 11:56:00,2017-11-20 13:28:00,29116.0,29138.0,1,20.0,1000.0,32,mr_exit,MR,RANGE
train,20171120,151100,162900,2017-11-20 15:11:00,2017-11-20 16:29:00,29207.0,29208.0,-1,-3.0,-150.0,78,session_end,MR,RANGE
train,20171121,113200,115600,2017-11-21 11:32:00,2017-11-21 11:56:00,29537.0,29621.0,-1,-86.0,-4300.0,24,stop_loss,MR,RANGE
train,20171121,115700,131100,2017-11-21 11:57:00,2017-11-21 13:11:00,29604.0,29694.0,-1,-92.0,-4600.0,14,stop_loss,MR,RANGE
train,20171121,131200,140200,2017-11-21 13:12:00,2017-11-21 14:02:00,29710.0,29625.0,1,-87.0,-4350.0,50,stop_loss,ORB,TREND
train,20171122,135300,141200,2017-11-22 13:53:00,2017-11-22 14:12:00,30034.0,29939.0,1,-97.0,-4850.0,19,stop_loss,MR,RANGE
train,20171122,141300,151500,2017-11-22 14:13:00,2017-11-22 15:15:00,29948.0,30066.0,1,116.0,5800.0,62,take_profit,MR,RANGE
train,20171122,162200,162900,2017-11-22 16:22:00,2017-11-22 16:29:00,30023.0,30039.0,1,14.0,700.0,7,session_end,MR,RANGE
train,20171123,141600,143700,2017-11-23 14:16:00,2017-11-23 14:37:00,30022.0,29926.0,1,-98.0,-4900.0,21,stop_loss,MR,RANGE
train,20171123,143800,145000,2017-11-23 14:38:00,2017-11-23 14:50:00,29947.0,29859.0,1,-90.0,-4500.0,12,stop_loss,MR,RANGE
train,20171123,145100,152400,2017-11-23 14:51:00,2017-11-23 15:24:00,29889.0,29786.0,1,-105.0,-5250.0,33,stop_loss,MR,RANGE
train,20171124,140400,162900,2017-11-24 14:04:00,2017-11-24 16:29:00,29916.0,29909.0,-1,5.0,250.0,145,session_end,MR,RANGE
train,20171127,133200,145900,2017-11-27 13:32:00,2017-11-27 14:59:00,29695.0,29737.0,1,40.0,2000.0,87,mr_exit,MR,RANGE
train,20171128,115300,130900,2017-11-28 11:53:00,2017-11-28 13:09:00,29485.0,29404.0,1,-83.0,-4150.0,16,stop_loss,MR,RANGE
train,20171128,131000,134400,2017-11-28 13:10:00,2017-11-28 13:44:00,29390.0,29512.0,1,120.0,6000.0,34,take_profit,MR,RANGE
train,20171129,114500,134900,2017-11-29 11:45:00,2017-11-29 13:49:00,29628.0,29678.0,1,48.0,2400.0,64,mr_exit,MR,RANGE
train,20171129,155700,162900,2017-11-29 15:57:00,2017-11-29 16:29:00,29643.0,29663.0,1,18.0,900.0,32,session_end,MR,RANGE
train,20171130,134900,143200,2017-11-30 13:49:00,2017-11-30 14:32:00,29253.0,29142.0,1,-113.0,-5650.0,43,stop_loss,MR,RANGE
train,20171130,143300,151000,2017-11-30 14:33:00,2017-11-30 15:10:00,29159.0,29280.0,1,119.0,5950.0,37,take_profit,MR,RANGE
train,20171201,134600,150700,2017-12-01 13:46:00,2017-12-01 15:07:00,29158.0,29225.0,1,65.0,3250.0,81,mr_exit,MR,RANGE
train,20171201,154100,162900,2017-12-01 15:41:00,2017-12-01 16:29:00,29144.0,29123.0,1,-23.0,-1150.0,48,session_end,MR,RANGE
